NCBIgeneSymbol,HGNCgeneId,HGNCgeneSymbol,featureType,build37RefSeq,build37Start,build37End,build38RefSeq,build38Start,build38End,name,geneSynonym,chromosome,NCBIgeneId,Oncogene,TSG
RIPPLY2,HGNC:21390,RIPPLY2,GENE,NC_000006.11,84562984,84567234,NC_000006.12,83853265,83857515,ripply transcriptional repressor 2,"C6orf159,dJ237I15.1,SCDO6",chr6,GeneID:134701,,
RIPPLY3,HGNC:3047,RIPPLY3,GENE,NC_000021.8,38378449,38391962,NC_000021.9,37006149,37019662,ripply transcriptional repressor 3,DSCR6,chr21,GeneID:53820,,
RIT1,HGNC:10023,RIT1,GENE,NC_000001.10,155867598,155881140,NC_000001.11,155897807,155911349,Ras like without CAAX 1,"NS8,RIBB,RIT,ROC1",chr1,GeneID:6016,YES,
RIT2,HGNC:10017,RIT2,GENE,NC_000018.9,40323191,40695650,NC_000018.10,42743226,43115685,Ras like without CAAX 2,"RIBA,RIN,ROC2",chr18,GeneID:6014,,
RITA1,HGNC:25925,RITA1,GENE,NC_000012.11,113623525,113630173,NC_000012.12,113185559,113192368,RBPJ interacting and tubulin associated 1,"C12orf52,RITA",chr12,GeneID:84934,,
RLBP1,HGNC:10024,RLBP1,GENE,NC_000015.9,89753099,89764810,NC_000015.10,89209868,89223179,retinaldehyde binding protein 1,CRALBP,chr15,GeneID:6017,,
RLF,HGNC:10025,RLF,GENE,NC_000001.10,40627058,40706593,NC_000001.11,40161386,40240921,RLF zinc finger,"ZN-15L,ZNF292L",chr1,GeneID:6018,,
RLIM,HGNC:13429,RLIM,GENE,NC_000023.10,73802810,73834459,NC_000023.11,74582975,74614624,ring finger protein%2C LIM domain interacting,"MRX61,NY-REN-43,RNF12,TOKAS",chrX,GeneID:51132,,
RLN1,HGNC:10026,RLN1,GENE,NC_000009.11,5334929,5339876,NC_000009.12,5334929,5339876,relaxin 1,"bA12D24.3.1,bA12D24.3.2,H1,H1RLX,RLXH1",chr9,GeneID:6013,,
RLN2,HGNC:10027,RLN2,GENE,NC_000009.11,5299863,5304716,NC_000009.12,5299863,5339438,relaxin 2,"bA12D24.1.1,bA12D24.1.2,H2,H2-RLX,RLXH2",chr9,GeneID:6019,,
RLN3,HGNC:17135,RLN3,GENE,NC_000019.9,14138959,14142363,NC_000019.10,14028147,14031551,relaxin 3,"H3,insl7,RXN3,ZINS4",chr19,GeneID:117579,,
RMC1,HGNC:24326,RMC1,GENE,NC_000018.9,21083433,21111786,NC_000018.10,23503469,23531822,regulator of MON1-CCZ1,"C18orf8,HsT2591,Mic-1,MIC1,WDR98",chr18,GeneID:29919,,
RMDN1,HGNC:24285,RMDN1,GENE,NC_000008.10,87484577,87526586,NC_000008.11,86467054,86514357,regulator of microtubule dynamics 1,"CGI-90,FAM82B,RMD-1,RMD1",chr8,GeneID:51115,,
RMDN2,HGNC:26567,RMDN2,GENE,NC_000002.11,38152429,38294281,NC_000002.12,37920788,38069246,regulator of microtubule dynamics 2,"BLOCK18,FAM82A,FAM82A1,PRO34163,PYST9371,RMD-2,RMD2,RMD4",chr2,GeneID:151393,,
RMDN3,HGNC:25550,RMDN3,GENE,NC_000015.9,41028084,41047452,NC_000015.10,40735886,40755254,regulator of microtubule dynamics 3,"FAM82A2,FAM82C,ptpip51,RMD-3,RMD3",chr15,GeneID:55177,,
RMI1,HGNC:25764,RMI1,GENE,NC_000009.11,86595273,86618989,NC_000009.12,83980358,84004074,RecQ mediated genome instability 1,"BLAP75,C9orf76,FAAP75",chr9,GeneID:80010,,
RMI2,HGNC:28349,RMI2,GENE,NC_000016.9,11439315,11445617,NC_000016.10,11345458,11351760,RecQ mediated genome instability 2,"BLAP18,C16orf75",chr16,GeneID:116028,,
RMND1,HGNC:21176,RMND1,GENE,NC_000006.11,151725896,151773261,NC_000006.12,151404547,151452169,required for meiotic nuclear division 1 homolog,"bA351K16,bA351K16.3,C6orf96,COXPD11,RMD1",chr6,GeneID:55005,,
RMND5A,HGNC:25850,RMND5A,GENE,NC_000002.11,86947413,87005164,NC_000002.12,86720290,86778041,required for meiotic nuclear division 5 homolog A,"CTLH,GID2,GID2A,p44CTLH,RMD5",chr2,GeneID:64795,,
RMND5B,HGNC:26181,RMND5B,GENE,NC_000005.9,177558014,177577569,NC_000005.10,178130531,178150568,required for meiotic nuclear division 5 homolog B,"GID2,GID2B",chr5,GeneID:64777,,
RNASE1,HGNC:10044,RNASE1,GENE,NC_000014.8,21269386,21271003,NC_000014.9,20801227,20802844,ribonuclease A family member 1%2C pancreatic,"RAC1,RIB1,RNS1",chr14,GeneID:6035,,
RNASE10,HGNC:19275,RNASE10,GENE,NC_000014.8,20972391,20982043,NC_000014.9,20504232,20513884,ribonuclease A family member 10 (inactive),"RAH1,RNASE9",chr14,GeneID:338879,,
RNASE11,HGNC:19269,RNASE11,GENE,NC_000014.8,21051050,21058417,NC_000014.9,20582891,20590258,ribonuclease A family member 11 (inactive),"C14orf6,HEL-S-84p,RAJ1",chr14,GeneID:122651,,
RNASE12,HGNC:24211,RNASE12,GENE,NC_000014.8,21058231,21058982,NC_000014.9,20590072,20590823,ribonuclease A family member 12 (inactive),"HEL-S-85p,RAI1",chr14,GeneID:493901,,
RNASE13,HGNC:25285,RNASE13,GENE,NC_000014.8,21500976,21502966,NC_000014.9,21032817,21034807,ribonuclease A family member 13 (inactive),"HEL-S-86p,RAL1",chr14,GeneID:440163,,
RNASE2,HGNC:10045,RNASE2,GENE,NC_000014.8,21423645,21424595,NC_000014.9,20955486,20956436,ribonuclease A family member 2,"EDN,RAF3,RNS2",chr14,GeneID:6036,,
RNASE3,HGNC:10046,RNASE3,GENE,NC_000014.8,21359543,21360507,NC_000014.9,20891384,20892348,ribonuclease A family member 3,"ECP,RAF1,RNS3",chr14,GeneID:6037,,
RNASE4,HGNC:10047,RNASE4,GENE,NC_000014.8,21152718,21169375,NC_000014.9,20684559,20701216,ribonuclease A family member 4,"RAB1,RNS4",chr14,GeneID:6038,,
RNASE6,HGNC:10048,RNASE6,GENE,NC_000014.8,21249426,21250626,NC_000014.9,20780955,20782467,ribonuclease A family member k6,"RAD1,RNasek6,RNS6",chr14,GeneID:6039,,
RNASE7,HGNC:19278,RNASE7,GENE,NC_000014.8,21510520,21512392,NC_000014.9,21042361,21044233,ribonuclease A family member 7,RAE1,chr14,GeneID:84659,,
RNASE8,HGNC:19277,RNASE8,GENE,NC_000014.8,21525980,21526614,NC_000014.9,21057821,21058455,ribonuclease A family member 8,RAE2,chr14,GeneID:122665,,
RNASE9,HGNC:20673,RNASE9,GENE,NC_000014.8,21024251,21029090,NC_000014.9,20556092,20560931,ribonuclease A family member 9 (inactive),"h461,HEL128,RAK1",chr14,GeneID:390443,,
RNASEH1,HGNC:18466,RNASEH1,GENE,NC_000002.11,3579402,3605923,NC_000002.12,3531812,3558367,ribonuclease H1,"H1RNA,PEOB2,RNH1",chr2,GeneID:246243,,
RNASEH2A,HGNC:18518,RNASEH2A,GENE,NC_000019.9,12917397,12924454,NC_000019.10,12806583,12813640,ribonuclease H2 subunit A,"AGS4,JUNB,RNASEHI,RNHIA,RNHL,THSD8",chr19,GeneID:10535,,
RNASEH2B,HGNC:25671,RNASEH2B,GENE,NC_000013.10,51483813,51544596,NC_000013.11,50909677,50970462,ribonuclease H2 subunit B,"AGS2,DLEU8",chr13,GeneID:79621,,
RNASEH2C,HGNC:24116,RNASEH2C,GENE,NC_000011.9,65485143,65488269,NC_000011.10,65717672,65720798,ribonuclease H2 subunit C,"AGS3,AYP1",chr11,GeneID:84153,,
RNASEK,HGNC:33911,RNASEK,GENE,NC_000017.10,6915942,6917851,NC_000017.11,7012623,7014532,ribonuclease K,,chr17,GeneID:440400,,
RNASEL,HGNC:10050,RNASEL,GENE,NC_000001.10,182542768,182558391,NC_000001.11,182573633,182589285,ribonuclease L,"PRCA1,RNS4",chr1,GeneID:6041,,YES
RNASET2,HGNC:21686,RNASET2,GENE,NC_000006.11,167335600,167370038,NC_000006.12,166922112,166956580,ribonuclease T2,"bA514O12.3,RNASE6PL",chr6,GeneID:8635,,YES
RND1,HGNC:18314,RND1,GENE,NC_000012.11,49250927,49259653,NC_000012.12,48857144,48865870,Rho family GTPase 1,"ARHS,RHO6,RHOS",chr12,GeneID:27289,,
RND2,HGNC:18315,RND2,GENE,NC_000017.10,41177247,41184058,NC_000017.11,43025230,43032041,Rho family GTPase 2,"ARHN,RHO7,RhoN",chr17,GeneID:8153,,
RND3,HGNC:671,RND3,GENE,NC_000002.11,151324706,151344209,NC_000002.12,150468192,150487695,Rho family GTPase 3,"ARHE,memB,Rho8,RhoE",chr2,GeneID:390,,YES
RNF10,HGNC:10055,RNF10,GENE,NC_000012.11,120972158,121015391,NC_000012.12,120534352,120577588,ring finger protein 10,RIE2,chr12,GeneID:9921,,
RNF103,HGNC:12859,RNF103,GENE,NC_000002.11,86830515,86851000,NC_000002.12,86603392,86623877,ring finger protein 103,"HKF-1,KF-1,KF1,ZFP-103,ZFP103",chr2,GeneID:7844,,
RNF103-CHMP3,HGNC:38847,RNF103-CHMP3,GENE,NC_000002.11,86730552,86948245,NC_000002.12,86503429,86721122,RNF103-CHMP3 readthrough,"CGI149,CHMP3,hVps24,NEDF,RNF103-VPS24,VPS24",chr2,GeneID:100526767,,
RNF11,HGNC:10056,RNF11,GENE,NC_000001.10,51701944,51739119,NC_000001.11,51236272,51273447,ring finger protein 11,"CGI-123,SID1669",chr1,GeneID:26994,,
RNF111,HGNC:17384,RNF111,GENE,NC_000015.9,59279861,59389618,NC_000015.10,58987587,59097419,ring finger protein 111,"ARK,hRNF111",chr15,GeneID:54778,,
RNF112,HGNC:12968,RNF112,GENE,NC_000017.10,19314544,19320589,NC_000017.11,19406978,19417276,ring finger protein 112,"BFP,ZNF179",chr17,GeneID:7732,,
RNF113A,HGNC:12974,RNF113A,GENE,NC_000023.10,119004437,119005696,NC_000023.11,119870474,119871733,ring finger protein 113A,"Cwc24,RNF113,TTD5,ZNF183",chrX,GeneID:7737,,
RNF113B,HGNC:17267,RNF113B,GENE,NC_000013.10,98828038,98829523,NC_000013.11,98175784,98177269,ring finger protein 113B,"bA10G5.1,RNF161,ZNF183L1",chr13,GeneID:140432,,
RNF114,HGNC:13094,RNF114,GENE,NC_000020.10,48552933,48570422,NC_000020.11,49936396,49953885,ring finger protein 114,"PSORS12,ZNF313",chr20,GeneID:55905,,
RNF115,HGNC:18154,RNF115,GENE,NC_000001.10,145611017,145696218,NC_000001.11,145738867,145824095,ring finger protein 115,"BCA2,ZNF364",chr1,GeneID:27246,,
RNF121,HGNC:21070,RNF121,GENE,NC_000011.9,71640091,71708643,NC_000011.10,71928700,71997597,ring finger protein 121,,chr11,GeneID:55298,,
RNF122,HGNC:21147,RNF122,GENE,NC_000008.10,33405271,33424646,NC_000008.11,33547753,33567128,ring finger protein 122,,chr8,GeneID:79845,,
RNF123,HGNC:21148,RNF123,GENE,NC_000003.11,49726989,49758962,NC_000003.12,49688752,49721529,ring finger protein 123,"FP1477,KPC1",chr3,GeneID:63891,,
RNF125,HGNC:21150,RNF125,GENE,NC_000018.9,29598787,29653182,NC_000018.10,32018584,32090756,ring finger protein 125,"TNORS,TRAC-1,TRAC1",chr18,GeneID:54941,,
RNF126,HGNC:21151,RNF126,GENE,NC_000019.9,647525,663214,NC_000019.10,647525,663214,ring finger protein 126,,chr19,GeneID:55658,,
RNF128,HGNC:21153,RNF128,GENE,NC_000023.10,105937067,106040246,NC_000023.11,106693837,106797016,ring finger protein 128,GRAIL,chrX,GeneID:79589,,
RNF13,HGNC:10057,RNF13,GENE,NC_000003.11,149530474,149679926,NC_000003.12,149812687,149962139,ring finger protein 13,"DEE73,EIEE73,RZF",chr3,GeneID:11342,,
RNF130,HGNC:18280,RNF130,GENE,NC_000005.9,179382066,179498759,NC_000005.10,179911650,180071759,ring finger protein 130,"G1RP,G1RZFP,GOLIATH,GP",chr5,GeneID:55819,,
RNF133,HGNC:21154,RNF133,GENE,NC_000007.13,122337788,122339171,NC_000007.14,122697734,122699117,ring finger protein 133,,chr7,GeneID:168433,,
RNF135,HGNC:21158,RNF135,GENE,NC_000017.10,29298056,29326929,NC_000017.11,30968641,30999911,ring finger protein 135,"L13,MMFD,REUL,Riplet",chr17,GeneID:84282,,
RNF138,HGNC:17765,RNF138,GENE,NC_000018.9,29671836,29711524,NC_000018.10,32091857,32131561,ring finger protein 138,"hNARF,HSD-4,NARF,STRIN",chr18,GeneID:51444,,
RNF139,HGNC:17023,RNF139,GENE,NC_000008.10,125487120,125500859,NC_000008.11,124474879,124488618,ring finger protein 139,"HRCA1,RCA1,TRC8",chr8,GeneID:11236,,
RNF14,HGNC:10058,RNF14,GENE,NC_000005.9,141346407,141369857,NC_000005.10,141966806,141990292,ring finger protein 14,"ARA54,HFB30,HRIHFB2038,TRIAD2",chr5,GeneID:9604,,
RNF141,HGNC:21159,RNF141,GENE,NC_000011.9,10533219,10562734,NC_000011.10,10511672,10541187,ring finger protein 141,"RFP141,ZFP26,ZNF230",chr11,GeneID:50862,,
RNF144A,HGNC:20457,RNF144A,GENE,NC_000002.11,7057542,7216498,NC_000002.12,6917411,7076886,ring finger protein 144A,"hUIP4,RNF144,UBCE7IP4",chr2,GeneID:9781,,
RNF144B,HGNC:21578,RNF144B,GENE,NC_000006.11,18387580,18469101,NC_000006.12,18387328,18468870,ring finger protein 144B,"bA528A10.3,IBRDC2,p53RFP,PIR2",chr6,GeneID:255488,,
RNF145,HGNC:20853,RNF145,GENE,NC_000005.9,158584416,158637061,NC_000005.10,159157408,159210053,ring finger protein 145,,chr5,GeneID:153830,,
RNF146,HGNC:21336,RNF146,GENE,NC_000006.11,127587826,127609707,NC_000006.12,127263414,127289893,ring finger protein 146,,chr6,GeneID:81847,,
RNF148,HGNC:22411,RNF148,GENE,NC_000007.13,122341721,122342976,NC_000007.14,122701667,122702922,ring finger protein 148,,chr7,GeneID:378925,,
RNF149,HGNC:23137,RNF149,GENE,NC_000002.11,101892062,101925163,NC_000002.12,101271212,101308701,ring finger protein 149,DNAPTP2,chr2,GeneID:284996,,
RNF150,HGNC:23138,RNF150,GENE,NC_000004.11,141780960,142054623,NC_000004.12,140859806,141212858,ring finger protein 150,,chr4,GeneID:57484,,
RNF151,HGNC:23235,RNF151,GENE,NC_000016.9,2016856,2018950,NC_000016.10,1966638,1968963,ring finger protein 151,,chr16,GeneID:146310,,
RNF152,HGNC:26811,RNF152,GENE,NC_000018.9,59475299,59560240,NC_000018.10,61808066,61894420,ring finger protein 152,,chr18,GeneID:220441,,
RNF157,HGNC:29402,RNF157,GENE,NC_000017.10,74138554,74236574,NC_000017.11,76142455,76240493,ring finger protein 157,,chr17,GeneID:114804,,
RNF165,HGNC:31696,RNF165,GENE,NC_000018.9,43913980,44043103,NC_000018.10,46334017,46463145,ring finger protein 165,"Ark2C,ARKL2,RNF111L2",chr18,GeneID:494470,,
RNF166,HGNC:28856,RNF166,GENE,NC_000016.9,88762908,88772816,NC_000016.10,88696498,88706421,ring finger protein 166,,chr16,GeneID:115992,,
RNF167,HGNC:24544,RNF167,GENE,NC_000017.10,4843386,4848517,NC_000017.11,4940091,4945222,ring finger protein 167,"5730408C10Rik,LP2254,RING105",chr17,GeneID:26001,,
RNF168,HGNC:26661,RNF168,GENE,NC_000003.11,196195653,196230639,NC_000003.12,196468782,196503768,ring finger protein 168,"hRNF168,RIDL",chr3,GeneID:165918,,
RNF169,HGNC:26961,RNF169,GENE,NC_000011.9,74459893,74553458,NC_000011.10,74748848,74842413,ring finger protein 169,,chr11,GeneID:254225,,
RNF17,HGNC:10060,RNF17,GENE,NC_000013.10,25338306,25454059,NC_000013.11,24747640,24888816,ring finger protein 17,"Mmip-2,SPATA23,TDRD4",chr13,GeneID:56163,,
RNF170,HGNC:25358,RNF170,GENE,NC_000008.10,42704779,42751748,NC_000008.11,42849636,42897294,ring finger protein 170,"ADSA,SNAX1",chr8,GeneID:81790,,
RNF175,HGNC:27735,RNF175,GENE,NC_000004.11,154631311,154681176,NC_000004.12,153710159,153760983,ring finger protein 175,,chr4,GeneID:285533,,
RNF180,HGNC:27752,RNF180,GENE,NC_000005.9,63461669,63668696,NC_000005.10,64165310,64372879,ring finger protein 180,RINES,chr5,GeneID:285671,,
RNF181,HGNC:28037,RNF181,GENE,NC_000002.11,85822867,85824831,NC_000002.12,85593822,85597708,ring finger protein 181,HSPC238,chr2,GeneID:51255,,
RNF182,HGNC:28522,RNF182,GENE,NC_000006.11,13924676,13980541,NC_000006.12,13924445,13980310,ring finger protein 182,,chr6,GeneID:221687,,
RNF183,HGNC:28721,RNF183,GENE,NC_000009.11,116059372,116065656,NC_000009.12,113297092,113303877,ring finger protein 183,,chr9,GeneID:138065,,
RNF185,HGNC:26783,RNF185,GENE,NC_000022.10,31556167,31603005,NC_000022.11,31160181,31207019,ring finger protein 185,,chr22,GeneID:91445,,
RNF186,HGNC:25978,RNF186,GENE,NC_000001.10,20140521,20141776,NC_000001.11,19814028,19815283,ring finger protein 186,,chr1,GeneID:54546,,
RNF187,HGNC:27146,RNF187,GENE,NC_000001.10,228675082,228683889,NC_000001.11,228487381,228496188,ring finger protein 187,"RACO-1,RACO1",chr1,GeneID:149603,,
RNF19A,HGNC:13432,RNF19A,GENE,NC_000008.10,101269294,101348432,NC_000008.11,100257061,100336204,ring finger protein 19A%2C RBR E3 ubiquitin protein ligase,RNF19,chr8,GeneID:25897,,
RNF19B,HGNC:26886,RNF19B,GENE,NC_000001.10,33402049,33430410,NC_000001.11,32932497,32965266,ring finger protein 19B,"IBRDC3,NKLAM",chr1,GeneID:127544,,
RNF2,HGNC:10061,RNF2,GENE,NC_000001.10,185014689,185071735,NC_000001.11,185045429,185102603,ring finger protein 2,"BAP-1,BAP1,DING,HIPI3,RING1B,RING2",chr1,GeneID:6045,,
RNF20,HGNC:10062,RNF20,GENE,NC_000009.11,104296134,104325626,NC_000009.12,101533852,101563344,ring finger protein 20,"BRE1,BRE1A,hBRE1",chr9,GeneID:56254,,
RNF207,HGNC:32947,RNF207,GENE,NC_000001.10,6266178,6281359,NC_000001.11,6206003,6221299,ring finger protein 207,C1orf188,chr1,GeneID:388591,,
RNF208,HGNC:25420,RNF208,GENE,NC_000009.11,140114710,140117860,NC_000009.12,137220258,137223408,ring finger protein 208,,chr9,GeneID:727800,,
RNF212,HGNC:27729,RNF212,GENE,NC_000004.11,1050038,1107352,NC_000004.12,1056247,1113794,ring finger protein 212,ZHP3,chr4,GeneID:285498,,
RNF212B,HGNC:20438,RNF212B,GENE,NC_000014.8,23654524,23742686,NC_000014.9,23185283,23273477,ring finger protein 212B,C14orf164,chr14,GeneID:100507650,,
RNF213,HGNC:14539,RNF213,GENE,NC_000017.10,78234650,78372594,NC_000017.11,80260819,80398794,ring finger protein 213,"ALO17,C17orf27,KIAA1618,MYMY2,MYSTR,NET57",chr17,GeneID:57674,,
RNF214,HGNC:25335,RNF214,GENE,NC_000011.9,117103386,117157170,NC_000011.10,117232670,117286454,ring finger protein 214,,chr11,GeneID:257160,,
RNF215,HGNC:33434,RNF215,GENE,NC_000022.10,30774809,30783400,NC_000022.11,30378820,30387411,ring finger protein 215,,chr22,GeneID:200312,,
RNF216,HGNC:21698,RNF216,GENE,NC_000007.13,5659677,5821294,NC_000007.14,5620046,5781721,ring finger protein 216,"CAHH,TRIAD3,U7I1,UBCE7IP1,ZIN",chr7,GeneID:54476,,
RNF217,HGNC:21487,RNF217,GENE,NC_000006.11,125283582,125413780,NC_000006.12,124962405,125092634,ring finger protein 217,"C6orf172,dJ84N20.1,IBRDC1,OSTL",chr6,GeneID:154214,,
RNF220,HGNC:25552,RNF220,GENE,NC_000001.10,44870831,45117396,NC_000001.11,44405159,44651724,ring finger protein 220,C1orf164,chr1,GeneID:55182,,
RNF222,HGNC:34517,RNF222,GENE,NC_000017.10,8294019,8301145,NC_000017.11,8390701,8397835,ring finger protein 222,,chr17,GeneID:643904,,
RNF223,HGNC:40020,RNF223,GENE,NC_000001.10,1006346,1009686,NC_000001.11,1070966,1074306,ring finger protein 223,,chr1,GeneID:401934,,
RNF224,HGNC:41912,RNF224,GENE,NC_000009.11,140121953,140124092,NC_000009.12,137227501,137229640,ring finger protein 224,,chr9,GeneID:643596,,
RNF225,HGNC:51249,RNF225,GENE,NC_000019.9,58907022,58908446,NC_000019.10,58395655,58397079,ring finger protein 225,,chr19,GeneID:646862,,
RNF227,HGNC:27571,RNF227,GENE,NC_000017.10,7816641,7819636,NC_000017.11,7913323,7916318,ring finger protein 227,LINC02581,chr17,GeneID:284023,,
RNF24,HGNC:13779,RNF24,GENE,NC_000020.10,3907957,3996205,NC_000020.11,3927310,4015588,ring finger protein 24,G1L,chr20,GeneID:11237,,
RNF25,HGNC:14662,RNF25,GENE,NC_000002.11,219528614,219536725,NC_000002.12,218663873,218672002,ring finger protein 25,AO7,chr2,GeneID:64320,,
RNF26,HGNC:14646,RNF26,GENE,NC_000011.9,119205236,119208019,NC_000011.10,119334526,119337309,ring finger protein 26,,chr11,GeneID:79102,,
RNF31,HGNC:16031,RNF31,GENE,NC_000014.8,24616083,24629864,NC_000014.9,24146874,24160655,ring finger protein 31,"HOIP,Paul,ZIBRA",chr14,GeneID:55072,,
RNF32,HGNC:17118,RNF32,GENE,NC_000007.13,156433467,156469824,NC_000007.14,156640201,156678333,ring finger protein 32,"FKSG33,HSD15,LMBR2",chr7,GeneID:140545,,
RNF34,HGNC:17297,RNF34,GENE,NC_000012.11,121837920,121862151,NC_000012.12,121400095,121424352,ring finger protein 34,"CARP-1,CARP1,hRFI,RFI,RIF,RIFF",chr12,GeneID:80196,,
RNF38,HGNC:18052,RNF38,GENE,NC_000009.11,36336396,36401203,NC_000009.12,36336397,36487384,ring finger protein 38,,chr9,GeneID:152006,,
RNF39,HGNC:18064,RNF39,GENE,NC_000006.11,30038046,30043546,NC_000006.12,30070265,30080625,ring finger protein 39,"FAP216,HZF,HZFW,LIRF",chr6,GeneID:80352,,
RNF4,HGNC:10067,RNF4,GENE,NC_000004.11,2470832,2517584,NC_000004.12,2469105,2515857,ring finger protein 4,"RES4-26,SLX5,SNURF",chr4,GeneID:6047,,
RNF40,HGNC:16867,RNF40,GENE,NC_000016.9,30772932,30787628,NC_000016.10,30761611,30800231,ring finger protein 40,"BRE1B,RBP95,STARING",chr16,GeneID:9810,,
RNF41,HGNC:18401,RNF41,GENE,NC_000012.11,56595962,56615753,NC_000012.12,56202178,56221982,ring finger protein 41,"FLRF,NRDP1,SBBI03",chr12,GeneID:10193,,
RNF43,HGNC:18505,RNF43,GENE,NC_000017.10,56429860,56494895,NC_000017.11,58352499,58418894,ring finger protein 43,"RNF124,SSPCS,URCC",chr17,GeneID:54894,YES,
RNF44,HGNC:19180,RNF44,GENE,NC_000005.9,175953712,175964403,NC_000005.10,176526703,176544206,ring finger protein 44,,chr5,GeneID:22838,,
RNF5,HGNC:10068,RNF5,GENE,NC_000006.11,32146181,32148570,NC_000006.12,32178404,32180793,ring finger protein 5,"RING5,RMA1",chr6,GeneID:6048,,
RNF6,HGNC:10069,RNF6,GENE,NC_000013.10,26706252,26796508,NC_000013.11,26132114,26223085,ring finger protein 6,,chr13,GeneID:6049,,
RNF7,HGNC:10070,RNF7,GENE,NC_000003.11,141457139,141466402,NC_000003.12,141738297,141747560,ring finger protein 7,"CKBBP1,rbx2,ROC2,SAG",chr3,GeneID:9616,,
RNF8,HGNC:10071,RNF8,GENE,NC_000006.11,37321758,37362510,NC_000006.12,37353982,37394734,ring finger protein 8,hRNF8,chr6,GeneID:9025,,
RNFT1,HGNC:30206,RNFT1,GENE,NC_000017.10,58029600,58042101,NC_000017.11,59952239,59964740,ring finger protein%2C transmembrane 1,PTD016,chr17,GeneID:51136,,
RNFT2,HGNC:25905,RNFT2,GENE,NC_000012.11,117176119,117291436,NC_000012.12,116738314,116853631,ring finger protein%2C transmembrane 2,TMEM118,chr12,GeneID:84900,,
RNGTT,HGNC:10073,RNGTT,GENE,NC_000006.11,89319615,89673337,NC_000006.12,88609896,88963618,RNA guanylyltransferase and 5'-phosphatase,"CAP1A,hCAP,HCE,HCE1",chr6,GeneID:8732,,
RNH1,HGNC:10074,RNH1,GENE,NC_000011.9,494514,507242,NC_000011.10,494511,507255,ribonuclease/angiogenin inhibitor 1,"RAI,RNH",chr11,GeneID:6050,,
RNLS,HGNC:25641,RNLS,GENE,NC_000010.10,90033618,90343075,NC_000010.11,88176051,88584480,renalase%2C FAD dependent amine oxidase,"C10orf59,RENALASE",chr10,GeneID:55328,,
RNMT,HGNC:10075,RNMT,GENE,NC_000018.9,13726671,13764555,NC_000018.10,13726644,13764556,RNA guanine-7 methyltransferase,"cm1p,CMT1,CMT1c,hCMT1,hMet,Met,MET,RG7MT1",chr18,GeneID:8731,,
RNPC3,HGNC:18666,RNPC3,GENE,NC_000001.10,104068320,104097861,NC_000001.11,103525698,103555239,RNA binding region (RNP1%2C RRM) containing 3,"IGHD5,RBM40,RNP,SNRNP65",chr1,GeneID:55599,,
RNPEP,HGNC:10078,RNPEP,GENE,NC_000001.10,201951775,201975271,NC_000001.11,201982647,202006143,arginyl aminopeptidase,"AP-B,APB",chr1,GeneID:6051,,
RNPEPL1,HGNC:10079,RNPEPL1,GENE,NC_000002.11,241507900,241520789,NC_000002.12,240568483,240581372,arginyl aminopeptidase like 1,,chr2,GeneID:57140,,
RNPS1,HGNC:10080,RNPS1,GENE,NC_000016.9,2303116,2318127,NC_000016.10,2253115,2268126,RNA binding protein with serine rich domain 1,E5.1,chr16,GeneID:10921,,
RO60,HGNC:11313,RO60,GENE,NC_000001.10,193028741,193060907,NC_000001.11,193059453,193091777,Ro60%2C Y RNA binding protein,"RORNP,SSA2,TROVE2",chr1,GeneID:6738,,
ROBO1,HGNC:10249,ROBO1,GENE,NC_000003.11,78646388,79817148,NC_000003.12,78597238,79767998,roundabout guidance receptor 1,"DUTT1,SAX3",chr3,GeneID:6091,,
ROBO2,HGNC:10250,ROBO2,GENE,NC_000003.11,75955825,77699115,NC_000003.12,75906674,77649964,roundabout guidance receptor 2,SAX3,chr3,GeneID:6092,,
ROBO3,HGNC:13433,ROBO3,GENE,NC_000011.9,124735327,124751367,NC_000011.10,124865431,124881471,roundabout guidance receptor 3,"HGPPS,HGPPS1,HGPS,RBIG1,RIG1",chr11,GeneID:64221,,
ROBO4,HGNC:17985,ROBO4,GENE,NC_000011.9,124753586,124767761,NC_000011.10,124883690,124897865,roundabout guidance receptor 4,"AOVD3,ECSM4,MRB",chr11,GeneID:54538,,
ROCK1,HGNC:10251,ROCK1,GENE,NC_000018.9,18526866,18691774,NC_000018.10,20946905,21111813,Rho associated coiled-coil containing protein kinase 1,"P160ROCK,ROCK-I",chr18,GeneID:6093,YES,
ROCK2,HGNC:10252,ROCK2,GENE,NC_000002.11,11319884,11485563,NC_000002.12,11179758,11345437,Rho associated coiled-coil containing protein kinase 2,ROCK-II,chr2,GeneID:9475,,
ROGDI,HGNC:29478,ROGDI,GENE,NC_000016.9,4846968,4852634,NC_000016.10,4796966,4802860,rogdi atypical leucine zipper,KTZS,chr16,GeneID:79641,,
